text	label
Lagos is a true melting pot of culture with potential to be positioned as a great vacation destination for people across the world.	normal
…with the APC candidate,  @officialABAT , his running mate, Senator Kashim Shettima, my humble self and my running mate,  @drobafemihamzat .   Governance has not stopped, neither will it be paused. Projects are ongoing within the metropolis, even as we campaign for your support.	normal
How can you call yourself a governor you can't maintain common street lights and road lights in Lagos that's nonsens	offensive
You are still a boy and stop saying our Lagos we don't want you	offensive
Alaye.... Keep quiet seh!!!.... See your useless wife talking supporting gay.  Wait!!!... Are you gay??	offensive
It is noteworthy that the Sultan of Sokoto and leader of NSCIA, His Eminence Mohammed Sa’ad Abubakar and President, Christian Association of Nigeria (CAN), Rev. (Dr.) Daniel Okoh who were present are strongly committed to a peaceful and harmonious society.	normal
TVC: Buhari's scorecard & Project Tinubu are 2 diff things.  LAI MOHAMMED: No! They're inseparable. It's one thing if Tinubu is an independent candidate or if he's coming in from another party, eg LP; but if you cannot say what ur party has done in 8 yrs, why shd anyone vote 4 U?	normal
I believe in the good people of Lagos, we are an incredible, principled and resolute people   We are overcoming, we are coming out, we cannot be stopped.	normal
Jagaban is a scam!	offensive
Mumu!	offensive
This picture will continue to hunt you!!	offensive
Apc failed government	offensive
Support our drive, make we do all the project wey we go take secure our votes.  Èkó E dìde!!  ~ GRV.	normal
Thank you for keeping your to words, please methods of our school building need adequate improvement,  bigger building for population increase!	normal
They have started that construction more than 3 years ago and till now it has not been  completed,Shame on you Sanwolu.  A big shame	offensive
Its only a fool that can look in the direction of APC after all the poverties and hardships on people in the country !!!	offensive
I joined the women today as they came out en masse in a solidarity walk and rally for our leader and APC Presidential candidate, Asiwaju Bola Ahmed Tinubu, and his running mate, H.E Kassim Shettima.  I must salute them for their support and belief in the candidacy of our leader.	normal
Shaki nse bi ora.... Go and ask Jimichukwu Agbajeze, o lule last last ni	offensive
Join me at 1pm today as I talk about the The Lagos elections, the statewide violence and why it’s legitimacy is to be challenged.   We are live on Arise TV and all GRV handles on Twitter, IG, Facebook.	normal
With everything we have achieved inspite of the time lost with COVID19, Lagos State is truly on a transformational path.   From infrastructure to human capital development to global strategic partnerships, we have set the motion to enjoy daily wins for the next four years.	normal
I just casted my vote at my Polling Unit in Anifowoshe, Ikeja.  State Capture must end!! Every Lagosian’s voice, lives and properties matter   Èkó E dìde!!  ~ GRV.	normal
Yeye dey smell	offensive
Peter Obi is one man with over 200m votes because we are all running for President through him.  Take charge, Take Responsibility. Deliver your Polling Unit, deliver your ward.  Suffer no dey tire you? Vote Labour Party.  Èkó E dìde!!  ~GRV.	normal
A big fat lie. You were never passionate about lagosians. You were only passionate for one man called amoda.   And we say no to your deceit and lies. We reject you and everything you stand for. We reject you and your cohorts.	offensive
Shey na SUG this guy dey contest for?   Sho sho who every second	offensive
Hug transformer	offensive
Well done sir eko oni baje	normal
Olofoooo	offensive
Ozuor why u no use your master name?	offensive
This ọmọ ale want rule my Lagos sha...Imagine...chinedu for Biafra...u dey MENT...u dey smoke Igbo..	offensive
Today, from Oke Afa and Ikotun areas of Lagos, I visited the families of Esther Rokosu, Victoria Johnson and Aina Oreoluwa Juliana who lost their lives in the Bus/Train accident.   My heart goes out to their loved ones during this difficult time.	normal
I have and always will stand on the side of the people. #obidients #ourlagos #itsPOssible...	normal
You must a compound nincompoop	offensive
Shut up your dirty mouth!!! Some of have a link with that town!!	offensive
Your second tenure is guaranteed because you are doing a great job	normal
Itire community secondary school in Mushin LGA has been under construction since 2008 leaving the students to share classrooms with a nearby primary school.  @jidesanwoolu   @drobafemihamzat  should act swiftly to complete the construction of the school. It’s very embarrassing.	normal
Oga have you pay your workers salaries? If you use their sweet to do politics and not pay them .. God will ask you and punish u will Janam	offensive
Good morning sir, sir be bold enough to announce that you have returned OKADA back to all the areas you have banned them because they are back on the street and it’s a shame to our government that we can not stand our ground on any decision AREA BOYS IN CONTROL	normal
God forbid you become the governor of Lagos. aja ibo eranko	offensive
Mumu!	offensive
The youths will never forget the #LekkiMassacre and how their brothers and sisters who were voicing out for a better society were shot and killed at the Lekki Toll Gate in Lagos. No reasonable human being will ever vote apc after killing innocent young people at the Toll Gate.	offensive
Inna Lillahi Wa Inna Illaehi rojihun May her soul rest in peace	normal
It was a pleasure to receive Otunba Olusegun Runsewe, Director General of National Council for Arts and Culture today in my office.   Otunba Runsewe came to share insights on how to deepen and promote cultural assets to the world as a major economic mainstay in a period…1/3	normal
Please keep coming out, we have to remain vigilant and alert during results collation and results transmission.  I appreciate everyone who has come out, we can do this, let’s keep going.  Every vote matters, your vote MATTERS.	normal
